"","date","price"
"881",2020-07-11,1575.5498
"882",2020-07-12,1575.4986
"883",2020-07-13,1548.2002
"884",2020-07-14,1565.4795
"885",2020-07-15,1578.0178
"886",2020-07-16,1577.9665
"887",2020-07-17,1573.6381
"888",2020-07-18,1573.587
"889",2020-07-19,1573.5358
"890",2020-07-20,1596.46
"891",2020-07-21,1575.6439
"892",2020-07-22,1566.1228
"893",2020-07-23,1536.3564
"894",2020-07-24,1525.5675
"895",2020-07-25,1525.5179
"896",2020-07-26,1525.4683
"897",2020-07-27,1548.1037
"898",2020-07-28,1529.4471
"899",2020-07-29,1533.4509
"900",2020-07-30,1524.7459
"901",2020-07-31,1543.042
"902",2020-08-01,1542.9919
"903",2020-08-02,1542.9417
"904",2020-08-03,1572.5421
"905",2020-08-04,1592.3958
"906",2020-08-05,1614.8665
"907",2020-08-06,1629.7745
"908",2020-08-07,1633.7324
"909",2020-08-08,1633.6792
"910",2020-08-09,1633.6261
"911",2020-08-10,1658.8148
"912",2020-08-11,1634.6116
"913",2020-08-12,1661.8773
"914",2020-08-13,1661.8986
"915",2020-08-14,1666.7637
"916",2020-08-15,1666.7095
"917",2020-08-16,1666.6553
"918",2020-08-17,1694.2576
"919",2020-08-18,1685.02
"920",2020-08-19,1653.5899
"921",2020-08-20,1665.6508
"922",2020-08-21,1683.9669
"923",2020-08-22,1683.9121
"924",2020-08-23,1683.8574
"925",2020-08-24,1685.8961
"926",2020-08-25,1692.5696
"927",2020-08-26,1722.0611
"928",2020-08-27,1713.4029
"929",2020-08-28,1718.2904
"930",2020-08-29,1718.2345
"931",2020-08-30,1718.1787
"932",2020-08-31,1715.6627
"933",2020-09-01,1727.0818
"934",2020-09-02,1747.1762
"935",2020-09-03,1672.7589
"936",2020-09-04,1653.215
"937",2020-09-05,1653.1613
"938",2020-09-06,1653.1075
"939",2020-09-07,1652.0065
"940",2020-09-08,1600.9035
"941",2020-09-09,1623.6882
"942",2020-09-10,1591.2119
"943",2020-09-11,1593.4879
"944",2020-09-12,1593.4361
"945",2020-09-13,1593.3843
"946",2020-09-14,1621.054
"947",2020-09-15,1625.3668
"948",2020-09-16,1615.453
"949",2020-09-17,1605.1435
"950",2020-09-18,1605.0913
"951",2020-09-19,1605.0391
"952",2020-09-20,1604.987
"953",2020-09-21,1601.2308
"954",2020-09-22,1621.4245
"955",2020-09-23,1593.9666
"956",2020-09-24,1612.4563
"957",2020-09-25,1639.7676
"958",2020-09-26,1639.7143
"959",2020-09-27,1639.6609
"960",2020-09-28,1662.7978
"961",2020-09-29,1660.9246
"962",2020-09-30,1676.5408
"963",2020-10-01,1692.7395
"964",2020-10-02,1675.5485
"965",2020-10-03,1675.494
"966",2020-10-04,1675.4395
"967",2020-10-05,1719.2221
"968",2020-10-06,1705.5264
"969",2020-10-07,1732.0289
"970",2020-10-08,1750.5731
"971",2020-10-09,1770.2559
"972",2020-10-10,1770.1984
"973",2020-10-11,1770.1408
"974",2020-10-12,1770.0833
"975",2020-10-13,1802.124
"976",2020-10-14,1792.4544
"977",2020-10-15,1792.2789
"978",2020-10-16,1773.5991
"979",2020-10-17,1773.5414
"980",2020-10-18,1773.4838
"981",2020-10-19,1735.6127
"982",2020-10-20,1734.2638
"983",2020-10-21,1721.3696
"984",2020-10-22,1718.7707
"985",2020-10-23,1715.1483
"986",2020-10-24,1715.0925
"987",2020-10-25,1715.0367
"988",2020-10-26,1687.3362
"989",2020-10-27,1674.501
"990",2020-10-28,1623.8679
"991",2020-10-29,1635.8368
"992",2020-10-30,1605.2166
"993",2020-10-31,1605.1644
"994",2020-11-01,1605.1123
"995",2020-11-02,1610.0014
"996",2020-11-03,1617.5485
"997",2020-11-04,1665.998
"998",2020-11-05,1698.1875
"999",2020-11-06,1722.1967
"1000",2020-11-07,1722.1407
"1001",2020-11-08,1722.0847
"1002",2020-11-09,1698.6632
"1003",2020-11-10,1691.5338
"1004",2020-11-11,1715.0433
"1005",2020-11-12,1702.2843
"1006",2020-11-13,1741.2508
"1007",2020-11-14,1741.1942
"1008",2020-11-15,1741.1375
"1009",2020-11-16,1762.9284
"1010",2020-11-17,1758.8314
"1011",2020-11-18,1725.4865
"1012",2020-11-19,1743.0296
"1013",2020-11-20,1745.0342
"1014",2020-11-21,1744.9775
"1015",2020-11-22,1744.9207
"1016",2020-11-23,1767.3001
"1017",2020-11-24,1800.7841
"1018",2020-11-25,1805.7583
"1019",2020-11-26,1792.9172
"1020",2020-11-27,1809.7739
"1021",2020-11-28,1809.715
"1022",2020-11-29,1809.6562
"1023",2020-11-30,1811.4406
"1024",2020-12-01,1814.1689
"1025",2020-12-02,1803.0652
"1026",2020-12-03,1800.1468
"1027",2020-12-04,1811.9917
"1028",2020-12-05,1811.9328
"1029",2020-12-06,1811.8739
"1030",2020-12-07,1813.3256
"1031",2020-12-08,1813.2666
"1032",2020-12-09,1777.4917
"1033",2020-12-10,1786.3479
"1034",2020-12-11,1770.1968
"1035",2020-12-12,1770.1392
"1036",2020-12-13,1770.0817
"1037",2020-12-14,1769.3311
"1038",2020-12-15,1796.7266
"1039",2020-12-16,1804.4364
"1040",2020-12-17,1791.116
"1041",2020-12-18,1789.1983
"1042",2020-12-19,1789.1401
"1043",2020-12-20,1789.0819
"1044",2020-12-21,1803.5386
"1045",2020-12-22,1809.6779
"1046",2020-12-23,1773.1746
"1047",2020-12-24,1762.9713
"1048",2020-12-25,1762.914
"1049",2020-12-26,1762.8566
"1050",2020-12-27,1762.7993
"1051",2020-12-28,1767.7404
"1052",2020-12-29,1758.7348
"1053",2020-12-30,1769.8528
"1054",2020-12-31,1769.7952
"1055",2021-01-01,1769.7375
"1056",2021-01-02,1769.6798
"1057",2021-01-03,1769.6222
"1058",2021-01-04,1733.9544
"1059",2021-01-05,1751.3021
"1060",2021-01-06,1731.759
"1061",2021-01-07,1812.8224
"1062",2021-01-08,1838.4439
"1063",2021-01-09,1838.384
"1064",2021-01-10,1838.3241
"1065",2021-01-11,1835.5871
"1066",2021-01-12,1857.9297
"1067",2021-01-13,1899.8387
"1068",2021-01-14,1891.0568
"1069",2021-01-15,1869.0262
"1070",2021-01-16,1868.9653
"1071",2021-01-17,1868.9043
"1072",2021-01-18,1871.4313
"1073",2021-01-19,1892.4114
"1074",2021-01-20,1909.7447
"1075",2021-01-21,1877.6725
"1076",2021-01-22,1895.2884
"1077",2021-01-23,1895.2267
"1078",2021-01-24,1895.1649
"1079",2021-01-25,1925.3496
"1080",2021-01-26,1909.0096
"1081",2021-01-27,1872.1219
"1082",2021-01-28,1900.1355
"1083",2021-01-29,1846.9512
"1084",2021-01-30,1846.891
"1085",2021-01-31,1846.8307
"1086",2021-02-01,1885.0224
"1087",2021-02-02,1925.6801
"1088",2021-02-03,1909.9406
"1089",2021-02-04,1949.2599
"1090",2021-02-05,1956.094
"1091",2021-02-06,1956.0303
"1092",2021-02-07,1955.9665
"1093",2021-02-08,1977.795
"1094",2021-02-09,1982.1811
"1095",2021-02-10,1969.5227
"1096",2021-02-11,1973.0777
"1097",2021-02-12,1991.402
"1098",2021-02-13,1991.3371
"1099",2021-02-14,1991.2722
"1100",2021-02-15,1974.9842
"1101",2021-02-16,1969.3152
"1102",2021-02-17,1961.2074
"1103",2021-02-18,1918.8303
"1104",2021-02-19,1918.5857
"1105",2021-02-20,1918.5258
"1106",2021-02-21,1918.4633
"1107",2021-02-22,1868.0545
"1108",2021-02-23,1846.0542
"1109",2021-02-24,1848.7149
"1110",2021-02-25,1792.769
"1111",2021-02-26,1824.4222
"1112",2021-02-27,1824.3628
"1113",2021-02-28,1824.3033
"1114",2021-03-01,1884.4647
"1115",2021-03-02,1867.7666
"1116",2021-03-03,1830.8997
"1117",2021-03-04,1771.8493
"1118",2021-03-05,1801.933
"1119",2021-03-06,1801.8742
"1120",2021-03-07,1801.8155
"1121",2021-03-08,1759.3549
"1122",2021-03-09,1822.2807
"1123",2021-03-10,1805.4249
"1124",2021-03-11,1833.5922
"1125",2021-03-12,1818.0568
"1126",2021-03-13,1817.9975
"1127",2021-03-14,1817.9382
"1128",2021-03-15,1842.8574
"1129",2021-03-16,1845.956
"1130",2021-03-17,1873.5329
"1131",2021-03-18,1803.3866
"1132",2021-03-19,1795.7668
"1133",2021-03-20,1795.7083
"1134",2021-03-21,1795.6497
"1135",2021-03-22,1812.4242
"1136",2021-03-23,1797.86
"1137",2021-03-24,1762.1448
"1138",2021-03-25,1782.1564
"1139",2021-03-26,1811.7207
"1140",2021-03-27,1811.6617
"1141",2021-03-28,1811.6026
"1142",2021-03-29,1811.0293
"1143",2021-03-30,1808.0451
"1144",2021-03-31,1812.2184
"1145",2021-04-01,1831.4426
"1146",2021-04-02,1831.3829
"1147",2021-04-03,1831.3232
"1148",2021-04-04,1831.2635
"1149",2021-04-05,1855.1156
"1150",2021-04-06,1859.111
"1151",2021-04-07,1837.6382
"1152",2021-04-08,1845.7442
"1153",2021-04-09,1856.0863
"1154",2021-04-10,1856.0258
"1155",2021-04-11,1855.9653
"1156",2021-04-12,1844.9798
"1157",2021-04-13,1863.972
"1158",2021-04-14,1843.089
"1159",2021-04-15,1850.2532
"1160",2021-04-16,1847.3938
"1161",2021-04-17,1847.3336
"1162",2021-04-18,1847.2734
"1163",2021-04-19,1822.5088
"1164",2021-04-20,1795.0735
"1165",2021-04-21,1819.3259
"1166",2021-04-22,1830.74
"1167",2021-04-23,1879.0905
"1168",2021-04-24,1879.0293
"1169",2021-04-25,1878.968
"1170",2021-04-26,1879.889
"1171",2021-04-27,1858.9037
"1172",2021-04-28,1847.9986
"1173",2021-04-29,1855.9568
"1174",2021-04-30,1847.0311
"1175",2021-05-01,1846.9709
"1176",2021-05-02,1846.9106
"1177",2021-05-03,1822.2211
"1178",2021-05-04,1790.1481
"1179",2021-05-05,1782.5383
"1180",2021-05-06,1778.3128
"1181",2021-05-07,1776.2251
"1182",2021-05-08,1776.1672
"1183",2021-05-09,1776.1093
"1184",2021-05-10,1726.645
"1185",2021-05-11,1742.9742
"1186",2021-05-12,1711.6912
"1187",2021-05-13,1716.215
"1188",2021-05-14,1747.9727
"1189",2021-05-15,1747.9157
"1190",2021-05-16,1747.8587
"1191",2021-05-17,1769.7351
"1192",2021-05-18,1766.1401
"1193",2021-05-19,1773.6865
"1194",2021-05-20,1809.5824
"1195",2021-05-21,1809.5234
"1196",2021-05-22,1809.4644
"1197",2021-05-23,1809.4054
"1198",2021-05-24,1851.2181
"1199",2021-05-25,1876.3474
"1200",2021-05-26,1883.512
"1201",2021-05-27,1880.7603
"1202",2021-05-28,1871.6274
"1203",2021-05-29,1871.5664
"1204",2021-05-30,1871.5054
"1205",2021-05-31,1864.2596
"1206",2021-06-01,1868.5503
"1207",2021-06-02,1866.3611
"1208",2021-06-03,1838.7301
"1209",2021-06-04,1859.0818
"1210",2021-06-05,1859.0212
"1211",2021-06-06,1858.9606
"1212",2021-06-07,1859.2733
"1213",2021-06-08,1863.2772
"1214",2021-06-09,1861.2531
"1215",2021-06-10,1883.5323
"1216",2021-06-11,1888.5422
"1217",2021-06-12,1888.4806
"1218",2021-06-13,1888.4191
"1219",2021-06-14,1897.074
"1220",2021-06-15,1892.2329
"1221",2021-06-16,1882.2278
"1222",2021-06-17,1924.9681
"1223",2021-06-18,1928.478
"1224",2021-06-19,1928.4151
"1225",2021-06-20,1928.3522
"1226",2021-06-21,1928.2894
"1227",2021-06-22,1956.2234
"1228",2021-06-23,1929.0268
"1229",2021-06-24,1937.1045
"1230",2021-06-25,1946.2947
"1231",2021-06-26,1946.2312
"1232",2021-06-27,1946.1677
"1233",2021-06-28,1946.1043
"1234",2021-06-29,1989.7603
"1235",2021-06-30,1963.221
"1236",2021-07-01,1980.686
"1237",2021-07-02,1978.4684
"1238",2021-07-03,1978.4039
"1239",2021-07-04,1978.3394
"1240",2021-07-05,1977.1868
"1241",2021-07-06,1990.2567
"1242",2021-07-07,2001.2497
"1243",2021-07-08,1981.477
"1244",2021-07-09,1995.89
"1245",2021-07-10,1995.825
"1246",2021-07-11,1995.7599
"1247",2021-07-12,1991.2872
"1248",2021-07-13,1991.0644
"1249",2021-07-14,1982.5101
"1250",2021-07-15,1980.329
"1251",2021-07-16,1980.2644
"1252",2021-07-17,1980.1998
"1253",2021-07-18,1980.1353
"1254",2021-07-19,1956.343
"1255",2021-07-20,1980.1605
"1256",2021-07-21,2000.7599
"1257",2021-07-22,1986.243
"1258",2021-07-23,2006.0902
"1259",2021-07-24,2006.0248
"1260",2021-07-25,2005.9594
"1261",2021-07-26,2002.4769
"1262",2021-07-27,1964.6833
"1263",2021-07-28,2013.9701
"1264",2021-07-29,2004.4907
"1265",2021-07-30,2002.1548
"1266",2021-07-31,2002.0895
"1267",2021-08-01,2002.0242
"1268",2021-08-02,2010.5664
"1269",2021-08-03,2051.8158
"1270",2021-08-04,2062.9837
"1271",2021-08-05,2069.5096
"1272",2021-08-06,2079.5915
"1273",2021-08-07,2079.5237
"1274",2021-08-08,2079.4559
"1275",2021-08-09,2096.6254
"1276",2021-08-10,2069.263
"1277",2021-08-11,2049.8684
"1278",2021-08-12,2045.0605
"1279",2021-08-13,2048.4347
"1280",2021-08-14,2048.3679
"1281",2021-08-15,2048.3012
"1282",2021-08-16,2060.8827
"1283",2021-08-17,2047.6598
"1284",2021-08-18,2029.6006
"1285",2021-08-19,2031.3233
"1286",2021-08-20,2037.0254
"1287",2021-08-21,2036.959
"1288",2021-08-22,2036.8926
"1289",2021-08-23,2064.7956
"1290",2021-08-24,2077.1015
"1291",2021-08-25,2084.4619
"1292",2021-08-26,2075.142
"1293",2021-08-27,2096.6102
"1294",2021-08-28,2096.5419
"1295",2021-08-29,2096.4735
"1296",2021-08-30,2093.1018
"1297",2021-08-31,2081.5361
"1298",2021-09-01,2070.0922
"1299",2021-09-02,2077.0788
"1300",2021-09-03,2075.9646
"1301",2021-09-04,2075.8969
"1302",2021-09-05,2075.8293
"1303",2021-09-06,2087.4804
"1304",2021-09-07,2108.8662
"1305",2021-09-08,2113.1682
"1306",2021-09-09,2119.164
"1307",2021-09-10,2105.9833
"1308",2021-09-11,2105.9146
"1309",2021-09-12,2105.8459
"1310",2021-09-13,2095.1507
"1311",2021-09-14,2083.3609
"1312",2021-09-15,2086.7175
"1313",2021-09-16,2078.7701
"1314",2021-09-17,2078.7023
"1315",2021-09-18,2078.6346
"1316",2021-09-19,2078.5668
"1317",2021-09-20,2033.3011
"1318",2021-09-21,2031.5269
"1319",2021-09-22,2056.9608
"1320",2021-09-23,2084.3187
"1321",2021-09-24,2079.9897
"1322",2021-09-25,2079.9219
"1323",2021-09-26,2079.8541
"1324",2021-09-27,2096.4645
"1325",2021-09-28,2049.1345
"1326",2021-09-29,2049.8216
"1327",2021-09-30,2069.0625
"1328",2021-10-01,2060.841
"1329",2021-10-02,2060.7738
"1330",2021-10-03,2060.7066
"1331",2021-10-04,2024.1419
"1332",2021-10-05,2056.1495
"1333",2021-10-06,2075.4283
"1334",2021-10-07,2096.9327
"1335",2021-10-08,2108.2159
"1336",2021-10-09,2108.1471
"1337",2021-10-10,2108.0784
"1338",2021-10-11,2108.0097
"1339",2021-10-12,2122.3856
"1340",2021-10-13,2123.6788
"1341",2021-10-14,2144.3603
"1342",2021-10-15,2181.7489
"1343",2021-10-16,2181.6778
"1344",2021-10-17,2181.6066
"1345",2021-10-18,2176.7158
"1346",2021-10-19,2183.8092
"1347",2021-10-20,2178.0029
"1348",2021-10-21,2203.0657
"1349",2021-10-22,2191.6007
"1350",2021-10-23,2191.5292
"1351",2021-10-24,2191.4578
"1352",2021-10-25,2189.6888
"1353",2021-10-26,2176.5478
"1354",2021-10-27,2159.6574
"1355",2021-10-28,2192.7574
"1356",2021-10-29,2213.0521
"1357",2021-10-30,2212.9799
"1358",2021-10-31,2212.9078
"1359",2021-11-01,2212.8357
"1360",2021-11-02,2248.6417
"1361",2021-11-03,2267.9138
"1362",2021-11-04,2296.0956
"1363",2021-11-05,2289.3259
"1364",2021-11-06,2289.2513
"1365",2021-11-07,2289.1767
"1366",2021-11-08,2292.486
"1367",2021-11-09,2263.5718
